strategy,scenario,municipalities,capacity_margin
Spectrum Integration,Scenario 2 (100 Mbps),"Enschede,Losser",-2410.67364
Hybrid,Scenario 3 (300 Mbps),"Enschede,Losser",3310.056055
Small Cells,Scenario 3 (300 Mbps),"Enschede,Losser",3201.899695
Spectrum Integration,Scenario 3 (300 Mbps),"Enschede,Losser",-8029.73364
Hybrid,Scenario 1 (30 Mbps),Epe,76121.68122
Small Cells,Scenario 1 (30 Mbps),Epe,75501.00749
Spectrum Integration,Scenario 1 (30 Mbps),Epe,-1227.621114
Hybrid,Scenario 2 (100 Mbps),Epe,184997.1533
Small Cells,Scenario 2 (100 Mbps),Epe,183685.8998
Spectrum Integration,Scenario 2 (100 Mbps),Epe,-13990.25667
Hybrid,Scenario 3 (300 Mbps),Epe,153799.0829
Small Cells,Scenario 3 (300 Mbps),Epe,152487.8294
Spectrum Integration,Scenario 3 (300 Mbps),Epe,-52928.70147
Hybrid,Scenario 1 (30 Mbps),Ermelo,26174.75979
Small Cells,Scenario 1 (30 Mbps),Ermelo,25834.35188
Spectrum Integration,Scenario 1 (30 Mbps),Ermelo,-1279.467888
Hybrid,Scenario 2 (100 Mbps),Ermelo,85848.14645
Small Cells,Scenario 2 (100 Mbps),Ermelo,85020.18105
Spectrum Integration,Scenario 2 (100 Mbps),Ermelo,-9764.185602
Hybrid,Scenario 3 (300 Mbps),Ermelo,66009.2964
Small Cells,Scenario 3 (300 Mbps),Ermelo,65338.44235
Spectrum Integration,Scenario 3 (300 Mbps),Ermelo,-35399.2576
Hybrid,Scenario 1 (30 Mbps),Etten-Leur,56385.31128
Small Cells,Scenario 1 (30 Mbps),Etten-Leur,55277.76514
Spectrum Integration,Scenario 1 (30 Mbps),Etten-Leur,-4730.186856
Hybrid,Scenario 2 (100 Mbps),Etten-Leur,42537.09789
Small Cells,Scenario 2 (100 Mbps),Etten-Leur,41781.99572
Spectrum Integration,Scenario 2 (100 Mbps),Etten-Leur,-25476.31046
Hybrid,Scenario 3 (300 Mbps),Etten-Leur,18419.88544
Small Cells,Scenario 3 (300 Mbps),Etten-Leur,18149.77917
Spectrum Integration,Scenario 3 (300 Mbps),Etten-Leur,-84855.85286
Hybrid,Scenario 1 (30 Mbps),Ferwerderadiel,-144.87264
Small Cells,Scenario 1 (30 Mbps),Ferwerderadiel,-371.45952
Spectrum Integration,Scenario 1 (30 Mbps),Ferwerderadiel,-144.87264
Hybrid,Scenario 2 (100 Mbps),Ferwerderadiel,-2468.17152
Small Cells,Scenario 2 (100 Mbps),Ferwerderadiel,-2694.7584
Spectrum Integration,Scenario 2 (100 Mbps),Ferwerderadiel,-2468.17152
Hybrid,Scenario 3 (300 Mbps),Ferwerderadiel,-9106.16832
Small Cells,Scenario 3 (300 Mbps),Ferwerderadiel,-9332.7552
Spectrum Integration,Scenario 3 (300 Mbps),Ferwerderadiel,-9106.16832
Hybrid,Scenario 1 (30 Mbps),Franekeradeel,-1512.42027
Small Cells,Scenario 1 (30 Mbps),Franekeradeel,-1965.66345
Spectrum Integration,Scenario 1 (30 Mbps),Franekeradeel,-1512.42027
Hybrid,Scenario 2 (100 Mbps),Franekeradeel,-9012.53457
Small Cells,Scenario 2 (100 Mbps),Franekeradeel,-9465.77775
Spectrum Integration,Scenario 2 (100 Mbps),Franekeradeel,-9012.53457
Hybrid,Scenario 3 (300 Mbps),Franekeradeel,-30441.43257
Small Cells,Scenario 3 (300 Mbps),Franekeradeel,-30894.67575
Spectrum Integration,Scenario 3 (300 Mbps),Franekeradeel,-30441.43257
Hybrid,Scenario 1 (30 Mbps),Geertruidenberg,32509.58985
Small Cells,Scenario 1 (30 Mbps),Geertruidenberg,31908.25729
Spectrum Integration,Scenario 1 (30 Mbps),Geertruidenberg,-2942.173722
Hybrid,Scenario 2 (100 Mbps),Geertruidenberg,21710.38795
Small Cells,Scenario 2 (100 Mbps),Geertruidenberg,21218.27651
Spectrum Integration,Scenario 2 (100 Mbps),Geertruidenberg,-14977.83988
Hybrid,Scenario 3 (300 Mbps),Geertruidenberg,7880.491806
Small Cells,Scenario 3 (300 Mbps),Geertruidenberg,7805.066976
Spectrum Integration,Scenario 3 (300 Mbps),Geertruidenberg,-49365.45748
Hybrid,Scenario 1 (30 Mbps),Geldermalsen,42550.41645
Small Cells,Scenario 1 (30 Mbps),Geldermalsen,42065.8475
Spectrum Integration,Scenario 1 (30 Mbps),Geldermalsen,-1853.812665
Hybrid,Scenario 2 (100 Mbps),Geldermalsen,110440.5039
Small Cells,Scenario 2 (100 Mbps),Geldermalsen,109388.1141
Spectrum Integration,Scenario 2 (100 Mbps),Geldermalsen,-13342.25306
Hybrid,Scenario 3 (300 Mbps),Geldermalsen,86326.43877
Small Cells,Scenario 3 (300 Mbps),Geldermalsen,85554.11698
Spectrum Integration,Scenario 3 (300 Mbps),Geldermalsen,-47788.71386
Hybrid,Scenario 1 (30 Mbps),Geldrop-Mierlo,36499.97187
Small Cells,Scenario 1 (30 Mbps),Geldrop-Mierlo,35573.26991
Spectrum Integration,Scenario 1 (30 Mbps),Geldrop-Mierlo,-3129.608958
Hybrid,Scenario 2 (100 Mbps),Geldrop-Mierlo,23404.99224
Small Cells,Scenario 2 (100 Mbps),Geldrop-Mierlo,23107.56225
Spectrum Integration,Scenario 2 (100 Mbps),Geldrop-Mierlo,-18381.91148
Hybrid,Scenario 3 (300 Mbps),Geldrop-Mierlo,9638.043042
Small Cells,Scenario 3 (300 Mbps),Geldrop-Mierlo,9395.260476
Spectrum Integration,Scenario 3 (300 Mbps),Geldrop-Mierlo,-61959.91868
Hybrid,Scenario 1 (30 Mbps),Gemert-Bakel,55604.34996
Small Cells,Scenario 1 (30 Mbps),Gemert-Bakel,54951.85402
Spectrum Integration,Scenario 1 (30 Mbps),Gemert-Bakel,-2646.359205
Hybrid,Scenario 2 (100 Mbps),Gemert-Bakel,131227.2296
Small Cells,Scenario 2 (100 Mbps),Gemert-Bakel,129924.9416
Spectrum Integration,Scenario 2 (100 Mbps),Gemert-Bakel,-17861.16334
Hybrid,Scenario 3 (300 Mbps),Gemert-Bakel,102280.4392
Small Cells,Scenario 3 (300 Mbps),Gemert-Bakel,101422.1616
Spectrum Integration,Scenario 3 (300 Mbps),Gemert-Bakel,-63188.58094
Hybrid,Scenario 1 (30 Mbps),Gennep,18342.76715
Small Cells,Scenario 1 (30 Mbps),Gennep,18136.55851
Spectrum Integration,Scenario 1 (30 Mbps),Gennep,-755.826021
Hybrid,Scenario 2 (100 Mbps),Gennep,54433.2374
Small Cells,Scenario 2 (100 Mbps),Gennep,53932.44499
Spectrum Integration,Scenario 2 (100 Mbps),Gennep,-5846.697291
Hybrid,Scenario 3 (300 Mbps),Gennep,44002.41278
Small Cells,Scenario 3 (300 Mbps),Gennep,43635.96196
Spectrum Integration,Scenario 3 (300 Mbps),Gennep,-21233.71169
Hybrid,Scenario 1 (30 Mbps),Giessenlanden,58498.88909
Small Cells,Scenario 1 (30 Mbps),Giessenlanden,58107.67615
Spectrum Integration,Scenario 1 (30 Mbps),Giessenlanden,-1184.214561
Hybrid,Scenario 2 (100 Mbps),Giessenlanden,70173.49545
Small Cells,Scenario 2 (100 Mbps),Giessenlanden,69649.93328
Spectrum Integration,Scenario 2 (100 Mbps),Giessenlanden,-8011.370331
Hybrid,Scenario 3 (300 Mbps),Giessenlanden,50289.19546
Small Cells,Scenario 3 (300 Mbps),Giessenlanden,49765.63329
Spectrum Integration,Scenario 3 (300 Mbps),Giessenlanden,-27895.67033
Hybrid,Scenario 1 (30 Mbps),Gilze en Rijen,52104.85131
Small Cells,Scenario 1 (30 Mbps),Gilze en Rijen,51586.35297
Spectrum Integration,Scenario 1 (30 Mbps),Gilze en Rijen,-1729.30818
Hybrid,Scenario 2 (100 Mbps),Gilze en Rijen,67517.02378
Small Cells,Scenario 2 (100 Mbps),Gilze en Rijen,66954.04146
Spectrum Integration,Scenario 2 (100 Mbps),Gilze en Rijen,-11103.93464
Hybrid,Scenario 3 (300 Mbps),Gilze en Rijen,46087.48618
Small Cells,Scenario 3 (300 Mbps),Gilze en Rijen,45524.50387
Spectrum Integration,Scenario 3 (300 Mbps),Gilze en Rijen,-38366.74664
Hybrid,Scenario 1 (30 Mbps),Goeree-Overflakkee,99689.1104
Small Cells,Scenario 1 (30 Mbps),Goeree-Overflakkee,98923.76185
Spectrum Integration,Scenario 1 (30 Mbps),Goeree-Overflakkee,-1772.165802
Hybrid,Scenario 2 (100 Mbps),Goeree-Overflakkee,273786.2815
Small Cells,Scenario 2 (100 Mbps),Goeree-Overflakkee,271647.0626
Spectrum Integration,Scenario 2 (100 Mbps),Goeree-Overflakkee,-19735.22225
Hybrid,Scenario 3 (300 Mbps),Goeree-Overflakkee,218537.9191
Small Cells,Scenario 3 (300 Mbps),Goeree-Overflakkee,216398.7002
Spectrum Integration,Scenario 3 (300 Mbps),Goeree-Overflakkee,-74983.58465
Hybrid,Scenario 1 (30 Mbps),Goes,26439.33655
Small Cells,Scenario 1 (30 Mbps),Goes,25619.89366
Spectrum Integration,Scenario 1 (30 Mbps),Goes,-2566.651824
Hybrid,Scenario 2 (100 Mbps),Goes,91202.9228
Small Cells,Scenario 2 (100 Mbps),Goes,90360.72631
Spectrum Integration,Scenario 2 (100 Mbps),Goes,-18561.06476
Hybrid,Scenario 3 (300 Mbps),Goes,73613.02876
Small Cells,Scenario 3 (300 Mbps),Goes,72927.9436
Spectrum Integration,Scenario 3 (300 Mbps),Goes,-65871.97436
Hybrid,Scenario 1 (30 Mbps),Goirle,31239.74166
Small Cells,Scenario 1 (30 Mbps),Goirle,30840.1758
Spectrum Integration,Scenario 1 (30 Mbps),Goirle,-1466.59914
Hybrid,Scenario 2 (100 Mbps),Goirle,45129.23008
Small Cells,Scenario 2 (100 Mbps),Goirle,44665.29622
Spectrum Integration,Scenario 2 (100 Mbps),Goirle,-9124.682352
Hybrid,Scenario 3 (300 Mbps),Goirle,27608.96307
Small Cells,Scenario 3 (300 Mbps),Goirle,27170.07594
Spectrum Integration,Scenario 3 (300 Mbps),Goirle,-31439.17195
Hybrid,Scenario 1 (30 Mbps),Gooise Meren,45960.79293
Small Cells,Scenario 1 (30 Mbps),Gooise Meren,44478.97789
Spectrum Integration,Scenario 1 (30 Mbps),Gooise Meren,-6440.972076
Hybrid,Scenario 2 (100 Mbps),Gooise Meren,26181.03941
Small Cells,Scenario 2 (100 Mbps),Gooise Meren,25453.54558
Spectrum Integration,Scenario 2 (100 Mbps),Gooise Meren,-34194.3982
Hybrid,Scenario 3 (300 Mbps),Gooise Meren,4215.966134
Small Cells,Scenario 3 (300 Mbps),Gooise Meren,4078.209086
Spectrum Integration,Scenario 3 (300 Mbps),Gooise Meren,-113489.9014
Hybrid,Scenario 1 (30 Mbps),Gorinchem,20941.40894
Small Cells,Scenario 1 (30 Mbps),Gorinchem,20115.73594
Spectrum Integration,Scenario 1 (30 Mbps),Gorinchem,-2931.832524
Hybrid,Scenario 2 (100 Mbps),Gorinchem,11621.43115
Small Cells,Scenario 2 (100 Mbps),Gorinchem,11382.34867
Spectrum Integration,Scenario 2 (100 Mbps),Gorinchem,-16953.26611
Hybrid,Scenario 3 (300 Mbps),Gorinchem,4966.253283
Small Cells,Scenario 3 (300 Mbps),Gorinchem,4909.328883
Spectrum Integration,Scenario 3 (300 Mbps),Gorinchem,-57068.17651
Hybrid,Scenario 1 (30 Mbps),Gouda,10698.94019
Small Cells,Scenario 1 (30 Mbps),Gouda,9416.021293
Spectrum Integration,Scenario 1 (30 Mbps),Gouda,-7205.990904
Hybrid,Scenario 2 (100 Mbps),Gouda,5009.730941
Small Cells,Scenario 2 (100 Mbps),Gouda,4968.176129
Spectrum Integration,Scenario 2 (100 Mbps),Gouda,-40775.56674
Hybrid,Scenario 3 (300 Mbps),Gouda,3979.744541
Small Cells,Scenario 3 (300 Mbps),Gouda,3938.189729
Spectrum Integration,Scenario 3 (300 Mbps),Gouda,-136771.5875
Hybrid,Scenario 1 (30 Mbps),Grave,12515.4801
Small Cells,Scenario 1 (30 Mbps),Grave,12366.7651
Spectrum Integration,Scenario 1 (30 Mbps),Grave,-614.802705
Hybrid,Scenario 2 (100 Mbps),Grave,28179.68803
Small Cells,Scenario 2 (100 Mbps),Grave,27894.35447
Spectrum Integration,Scenario 2 (100 Mbps),Grave,-4049.187945
Hybrid,Scenario 3 (300 Mbps),Grave,21756.96478
Small Cells,Scenario 3 (300 Mbps),Grave,21574.09514
Spectrum Integration,Scenario 3 (300 Mbps),Grave,-14252.05595
Hybrid,Scenario 1 (30 Mbps),Groningen,-20357.41572
Small Cells,Scenario 1 (30 Mbps),Groningen,-24096.96516
Spectrum Integration,Scenario 1 (30 Mbps),Groningen,-20357.41572
Hybrid,Scenario 2 (100 Mbps),Groningen,-100451.8664
Small Cells,Scenario 2 (100 Mbps),Groningen,-104191.4158
Spectrum Integration,Scenario 2 (100 Mbps),Groningen,-100451.8664
Hybrid,Scenario 3 (300 Mbps),Groningen,-329293.154
Small Cells,Scenario 3 (300 Mbps),Groningen,-333032.7034
Spectrum Integration,Scenario 3 (300 Mbps),Groningen,-329293.154
Hybrid,Scenario 1 (30 Mbps),"Groningen,Haren",-1545.54417
Small Cells,Scenario 1 (30 Mbps),"Groningen,Haren",-1785.66795
Spectrum Integration,Scenario 1 (30 Mbps),"Groningen,Haren",-1545.54417
Hybrid,Scenario 2 (100 Mbps),"Groningen,Haren",-7255.68147
Small Cells,Scenario 2 (100 Mbps),"Groningen,Haren",-7495.80525
Spectrum Integration,Scenario 2 (100 Mbps),"Groningen,Haren",-7255.68147
Hybrid,Scenario 3 (300 Mbps),"Groningen,Haren",-23570.35947
Small Cells,Scenario 3 (300 Mbps),"Groningen,Haren",-23810.48325
Spectrum Integration,Scenario 3 (300 Mbps),"Groningen,Haren",-23570.35947
Hybrid,Scenario 1 (30 Mbps),Grootegast,-495.45222
Small Cells,Scenario 1 (30 Mbps),Grootegast,-763.55226
Spectrum Integration,Scenario 1 (30 Mbps),Grootegast,-495.45222
Hybrid,Scenario 2 (100 Mbps),Grootegast,-4000.49166
Small Cells,Scenario 2 (100 Mbps),Grootegast,-4268.5917
Spectrum Integration,Scenario 2 (100 Mbps),Grootegast,-4000.49166
Hybrid,Scenario 3 (300 Mbps),Grootegast,-14014.89006
Small Cells,Scenario 3 (300 Mbps),Grootegast,-14282.9901
Spectrum Integration,Scenario 3 (300 Mbps),Grootegast,-14014.89006
Hybrid,Scenario 1 (30 Mbps),Gulpen-Wittem,39844.09938
Small Cells,Scenario 1 (30 Mbps),Gulpen-Wittem,39603.59379
Spectrum Integration,Scenario 1 (30 Mbps),Gulpen-Wittem,-501.67869
Hybrid,Scenario 2 (100 Mbps),Gulpen-Wittem,77610.84223
Small Cells,Scenario 2 (100 Mbps),Gulpen-Wittem,77065.50647
Spectrum Integration,Scenario 2 (100 Mbps),Gulpen-Wittem,-5348.671848
Hybrid,Scenario 3 (300 Mbps),Gulpen-Wittem,62891.34703
Small Cells,Scenario 3 (300 Mbps),Gulpen-Wittem,62346.01128
Spectrum Integration,Scenario 3 (300 Mbps),Gulpen-Wittem,-20068.16705
Hybrid,Scenario 1 (30 Mbps),Haaksbergen,44636.84495
Small Cells,Scenario 1 (30 Mbps),Haaksbergen,44257.64535
Spectrum Integration,Scenario 1 (30 Mbps),Haaksbergen,-722.313825
Hybrid,Scenario 2 (100 Mbps),Haaksbergen,116258.2649
Small Cells,Scenario 2 (100 Mbps),Haaksbergen,115432.4342
Spectrum Integration,Scenario 2 (100 Mbps),Haaksbergen,-8650.307547
Hybrid,Scenario 3 (300 Mbps),Haaksbergen,97266.91614
Small Cells,Scenario 3 (300 Mbps),Haaksbergen,96441.08541
Spectrum Integration,Scenario 3 (300 Mbps),Haaksbergen,-32919.18435
Hybrid,Scenario 1 (30 Mbps),Haaren,27838.45664
Small Cells,Scenario 1 (30 Mbps),Haaren,27642.49439
Spectrum Integration,Scenario 1 (30 Mbps),Haaren,-451.334493
Hybrid,Scenario 2 (100 Mbps),Haaren,65416.76581
Small Cells,Scenario 2 (100 Mbps),Haaren,64921.09659
Spectrum Integration,Scenario 2 (100 Mbps),Haaren,-4770.564087
Hybrid,Scenario 3 (300 Mbps),Haaren,52219.80421
Small Cells,Scenario 3 (300 Mbps),Haaren,51724.135
Spectrum Integration,Scenario 3 (300 Mbps),Haaren,-17967.52569
Hybrid,Scenario 1 (30 Mbps),"Haaren,Vught",52.8156
Small Cells,Scenario 1 (30 Mbps),"Haaren,Vught",52.8156
Spectrum Integration,Scenario 1 (30 Mbps),"Haaren,Vught",52.8156
Hybrid,Scenario 2 (100 Mbps),"Haaren,Vught",9939.583231
Small Cells,Scenario 2 (100 Mbps),"Haaren,Vught",9867.004621
Spectrum Integration,Scenario 2 (100 Mbps),"Haaren,Vught",-206.54439
Hybrid,Scenario 3 (300 Mbps),"Haaren,Vught",8991.187231
Small Cells,Scenario 3 (300 Mbps),"Haaren,Vught",8918.608621
Spectrum Integration,Scenario 3 (300 Mbps),"Haaren,Vught",-1154.94039
Hybrid,Scenario 1 (30 Mbps),Haarlem,19885.45766
Small Cells,Scenario 1 (30 Mbps),Haarlem,17603.41552
Spectrum Integration,Scenario 1 (30 Mbps),Haarlem,-15446.93971
Hybrid,Scenario 2 (100 Mbps),Haarlem,5820.887019
Small Cells,Scenario 2 (100 Mbps),Haarlem,5776.770609
Spectrum Integration,Scenario 2 (100 Mbps),Haarlem,-85470.60055
Hybrid,Scenario 3 (300 Mbps),Haarlem,3768.26302
Small Cells,Scenario 3 (300 Mbps),Haarlem,3724.14661
Spectrum Integration,Scenario 3 (300 Mbps),Haarlem,-285538.2029
Hybrid,Scenario 1 (30 Mbps),"Haarlem,Velsen",-204.53436
Small Cells,Scenario 1 (30 Mbps),"Haarlem,Velsen",-241.63236
Spectrum Integration,Scenario 1 (30 Mbps),"Haarlem,Velsen",-204.53436
Hybrid,Scenario 2 (100 Mbps),"Haarlem,Velsen",-1004.2152
Small Cells,Scenario 2 (100 Mbps),"Haarlem,Velsen",-1041.3132
Spectrum Integration,Scenario 2 (100 Mbps),"Haarlem,Velsen",-1004.2152
Hybrid,Scenario 3 (300 Mbps),"Haarlem,Velsen",-3289.0176
Small Cells,Scenario 3 (300 Mbps),"Haarlem,Velsen",-3326.1156
Spectrum Integration,Scenario 3 (300 Mbps),"Haarlem,Velsen",-3289.0176
Hybrid,Scenario 1 (30 Mbps),Haarlemmerliede en Spaarnwoude,22172.42689
Small Cells,Scenario 1 (30 Mbps),Haarlemmerliede en Spaarnwoude,22037.943
Spectrum Integration,Scenario 1 (30 Mbps),Haarlemmerliede en Spaarnwoude,-387.786285
Hybrid,Scenario 2 (100 Mbps),Haarlemmerliede en Spaarnwoude,23211.74095
Small Cells,Scenario 2 (100 Mbps),Haarlemmerliede en Spaarnwoude,23054.20268
Spectrum Integration,Scenario 2 (100 Mbps),Haarlemmerliede en Spaarnwoude,-2571.359823
Hybrid,Scenario 3 (300 Mbps),Haarlemmerliede en Spaarnwoude,16907.08976
Small Cells,Scenario 3 (300 Mbps),Haarlemmerliede en Spaarnwoude,16749.55148
Spectrum Integration,Scenario 3 (300 Mbps),Haarlemmerliede en Spaarnwoude,-8876.011023
Hybrid,Scenario 1 (30 Mbps),Haarlemmermeer,122758.8458
Small Cells,Scenario 1 (30 Mbps),Haarlemmermeer,119330.3288
Spectrum Integration,Scenario 1 (30 Mbps),Haarlemmermeer,-13199.26434
Hybrid,Scenario 2 (100 Mbps),Haarlemmermeer,156161.2785
Small Cells,Scenario 2 (100 Mbps),Haarlemmermeer,154111.7155
Spectrum Integration,Scenario 2 (100 Mbps),Haarlemmermeer,-76475.97518
Hybrid,Scenario 3 (300 Mbps),Haarlemmermeer,96335.84977
Small Cells,Scenario 3 (300 Mbps),Haarlemmermeer,95162.92251
Spectrum Integration,Scenario 3 (300 Mbps),Haarlemmermeer,-258918.1984
Hybrid,Scenario 1 (30 Mbps),"Haarlemmermeer,Hillegom",2637.927392
Small Cells,Scenario 1 (30 Mbps),"Haarlemmermeer,Hillegom",2611.742168
Spectrum Integration,Scenario 1 (30 Mbps),"Haarlemmermeer,Hillegom",-107.495376
Hybrid,Scenario 2 (100 Mbps),"Haarlemmermeer,Hillegom",2161.785992
Small Cells,Scenario 2 (100 Mbps),"Haarlemmermeer,Hillegom",2135.600768
Spectrum Integration,Scenario 2 (100 Mbps),"Haarlemmermeer,Hillegom",-583.636776
Hybrid,Scenario 3 (300 Mbps),"Haarlemmermeer,Hillegom",801.3819924
Small Cells,Scenario 3 (300 Mbps),"Haarlemmermeer,Hillegom",775.1967684
Spectrum Integration,Scenario 3 (300 Mbps),"Haarlemmermeer,Hillegom",-1944.040776
Hybrid,Scenario 1 (30 Mbps),Halderberge,85833.31191
Small Cells,Scenario 1 (30 Mbps),Halderberge,85097.99097
Spectrum Integration,Scenario 1 (30 Mbps),Halderberge,-2975.146323
Hybrid,Scenario 2 (100 Mbps),Halderberge,72564.00747
Small Cells,Scenario 2 (100 Mbps),Halderberge,71828.68653
Spectrum Integration,Scenario 2 (100 Mbps),Halderberge,-16244.45076
Hybrid,Scenario 3 (300 Mbps),Halderberge,44648.09187
Small Cells,Scenario 3 (300 Mbps),Halderberge,44183.73108
Spectrum Integration,Scenario 3 (300 Mbps),Halderberge,-54156.74916
Hybrid,Scenario 1 (30 Mbps),Hardenberg,66046.05014
Small Cells,Scenario 1 (30 Mbps),Hardenberg,64983.69505
Spectrum Integration,Scenario 1 (30 Mbps),Hardenberg,-2947.617684
Hybrid,Scenario 2 (100 Mbps),Hardenberg,217561.0802
Small Cells,Scenario 2 (100 Mbps),Hardenberg,215252.9346
Spectrum Integration,Scenario 2 (100 Mbps),Hardenberg,-25587.88407
Hybrid,Scenario 3 (300 Mbps),Hardenberg,165779.8339
Small Cells,Scenario 3 (300 Mbps),Hardenberg,163917.9756
Spectrum Integration,Scenario 3 (300 Mbps),Hardenberg,-93833.76087
Hybrid,Scenario 1 (30 Mbps),Harderwijk,26715.05072
Small Cells,Scenario 1 (30 Mbps),Harderwijk,25514.54617
Spectrum Integration,Scenario 1 (30 Mbps),Harderwijk,-4200.796968
Hybrid,Scenario 2 (100 Mbps),Harderwijk,29716.84967
Small Cells,Scenario 2 (100 Mbps),Harderwijk,29381.84958
Spectrum Integration,Scenario 2 (100 Mbps),Harderwijk,-24869.60731
Hybrid,Scenario 3 (300 Mbps),Harderwijk,21165.69479
Small Cells,Scenario 3 (300 Mbps),Harderwijk,20983.25209
Spectrum Integration,Scenario 3 (300 Mbps),Harderwijk,-84233.18251
Hybrid,Scenario 1 (30 Mbps),Hardinxveld-Giessendam,12071.72844
Small Cells,Scenario 1 (30 Mbps),Hardinxveld-Giessendam,11512.93218
Spectrum Integration,Scenario 1 (30 Mbps),Hardinxveld-Giessendam,-2013.48402
Hybrid,Scenario 2 (100 Mbps),Hardinxveld-Giessendam,11899.28654
Small Cells,Scenario 2 (100 Mbps),Hardinxveld-Giessendam,11687.81239
Spectrum Integration,Scenario 2 (100 Mbps),Hardinxveld-Giessendam,-11814.89635
Hybrid,Scenario 3 (300 Mbps),Hardinxveld-Giessendam,7298.728458
Small Cells,Scenario 3 (300 Mbps),Hardinxveld-Giessendam,7239.811704
Spectrum Integration,Scenario 3 (300 Mbps),Hardinxveld-Giessendam,-39987.26515
Hybrid,Scenario 1 (30 Mbps),Haren,-621.46665
Small Cells,Scenario 1 (30 Mbps),Haren,-760.79259
Spectrum Integration,Scenario 1 (30 Mbps),Haren,-621.46665
Hybrid,Scenario 2 (100 Mbps),Haren,-3292.27311
Small Cells,Scenario 2 (100 Mbps),Haren,-3431.59905
Spectrum Integration,Scenario 2 (100 Mbps),Haren,-3292.27311
Hybrid,Scenario 3 (300 Mbps),Haren,-10923.14871
Small Cells,Scenario 3 (300 Mbps),Haren,-11062.47465
Spectrum Integration,Scenario 3 (300 Mbps),Haren,-10923.14871
Hybrid,Scenario 1 (30 Mbps),Harlingen,-2870.87187
Small Cells,Scenario 1 (30 Mbps),Harlingen,-3220.26273
Spectrum Integration,Scenario 1 (30 Mbps),Harlingen,-2870.87187
Hybrid,Scenario 2 (100 Mbps),Harlingen,-12630.79449
Small Cells,Scenario 2 (100 Mbps),Harlingen,-12980.18535
Spectrum Integration,Scenario 2 (100 Mbps),Harlingen,-12630.79449
Hybrid,Scenario 3 (300 Mbps),Harlingen,-40516.28769
Small Cells,Scenario 3 (300 Mbps),Harlingen,-40865.67855
Spectrum Integration,Scenario 3 (300 Mbps),Harlingen,-40516.28769
Hybrid,Scenario 1 (30 Mbps),Hattem,28712.38408
Small Cells,Scenario 1 (30 Mbps),Hattem,28399.31567
Spectrum Integration,Scenario 1 (30 Mbps),Hattem,-1248.533952
Hybrid,Scenario 2 (100 Mbps),Hattem,23215.70174
Small Cells,Scenario 2 (100 Mbps),Hattem,22934.49521
Spectrum Integration,Scenario 2 (100 Mbps),Hattem,-6854.447832
Hybrid,Scenario 3 (300 Mbps),Hattem,8606.145744
Small Cells,Scenario 3 (300 Mbps),Hattem,8324.939208
Spectrum Integration,Scenario 3 (300 Mbps),Hattem,-22871.34463
Hybrid,Scenario 1 (30 Mbps),Heemskerk,-3570.28905
Small Cells,Scenario 1 (30 Mbps),Heemskerk,-4222.75011
Spectrum Integration,Scenario 1 (30 Mbps),Heemskerk,-3570.28905
Hybrid,Scenario 2 (100 Mbps),Heemskerk,-17596.35411
Small Cells,Scenario 2 (100 Mbps),Heemskerk,-18248.81517
Spectrum Integration,Scenario 2 (100 Mbps),Heemskerk,-17596.35411
Hybrid,Scenario 3 (300 Mbps),Heemskerk,-57670.82571
Small Cells,Scenario 3 (300 Mbps),Heemskerk,-58323.28677
Spectrum Integration,Scenario 3 (300 Mbps),Heemskerk,-57670.82571
Hybrid,Scenario 1 (30 Mbps),Heemstede,8936.8868
Small Cells,Scenario 1 (30 Mbps),Heemstede,8245.036208
Spectrum Integration,Scenario 1 (30 Mbps),Heemstede,-2283.536688
Hybrid,Scenario 2 (100 Mbps),Heemstede,1372.1852
Small Cells,Scenario 2 (100 Mbps),Heemstede,1317.537776
Spectrum Integration,Scenario 2 (100 Mbps),Heemstede,-13541.29229
